Insc. Red,logr_numpredial
215.053.01.0030,"FERMINO VIEIRA CORDEIRO, 2981"
215.044.01.0580,"FERMINO VIEIRA CORDEIRO, 697"
215.021.01.0005,"FERMINO VIEIRA CORDEIRO, 1421"
215.053.01.0260,"FERMINO VIEIRA CORDEIRO, 3305"
215.040.01.0180,"FERMINO VIEIRA CORDEIRO, 680"
215.040.01.0200,"FERMINO VIEIRA CORDEIRO, 700"
215.053.01.0440,"FERMINO VIEIRA CORDEIRO, 3629"
215.045.01.0520,"FERMINO VIEIRA CORDEIRO, 1893"
215.009.01.0900,"FERMINO VIEIRA CORDEIRO, 3000"
215.045.01.0150,"FERMINO VIEIRA CORDEIRO, 1329"
215.046.01.0200,"FERMINO VIEIRA CORDEIRO, 2135"
215.009.01.0950,"FERMINO VIEIRA CORDEIRO, 3150"
215.010.01.0210,"FERMINO VIEIRA CORDEIRO, 2230"
215.003.01.0630,"FERMINO VIEIRA CORDEIRO, 192"
215.052.03.0330,"FERMINO VIEIRA CORDEIRO, 2877"
215.040.01.0150,"FERMINO VIEIRA CORDEIRO, 630"
215.053.01.0100,"FERMINO VIEIRA CORDEIRO, 3065"
215.053.01.0005,"FERMINO VIEIRA CORDEIRO, 2953"
215.052.03.0320,"FERMINO VIEIRA CORDEIRO, 2865"
215.066.01.0010,"FRANCISCA CASAS RAMOS, 140"
215.093.02.0500,"FRANCISCA CASAS RAMOS, 78"
215.079.02.2000,"FRANCISCA CASAS RAMOS, S/N"
215.044.02.0110,"FRANCISCO GARCIA, 139"
215.044.02.0050,"FRANCISCO GARCIA, 39"
215.044.02.0100,"FRANCISCO GARCIA, 137"
215.044.02.0200,"FRANCISCO GARCIA, 161"
215.044.02.0120,"FRANCISCO GARCIA, 151"
215.044.02.0060,"FRANCISCO GARCIA, 65"
215.044.02.0080,"FRANCISCO GARCIA, 105"
215.044.02.0070,"FRANCISCO GARCIA, 87"
215.044.02.0090,"FRANCISCO GARCIA, 119"
215.031.02.0680,"FRANCISCO PONTIOLLI, 105"
215.031.02.0400,"FRANCISCO PONTIOLLI, 75"
215.031.02.0450,"FRANCISCO PONTIOLLI, 145"
215.003.03.0590,"GENESIO VIEIRA, 65"
215.003.03.0490,"GENESIO VIEIRA, 38"
215.003.03.0510,"GENESIO VIEIRA, 60"
215.003.03.0530,"GENESIO VIEIRA, 80"
215.003.03.0620,"GENESIO VIEIRA, 25"
215.003.03.0560,"GENESIO VIEIRA, 95"
215.003.03.0540,"GENESIO VIEIRA, 100"
215.003.03.0580,"GENESIO VIEIRA, 75"
215.003.03.0520,"GENESIO VIEIRA, 70"
215.003.03.0610,"GENESIO VIEIRA, 37"
215.003.03.0570,"GENESIO VIEIRA, 85"
215.003.03.0600,"GENESIO VIEIRA, 51"
215.003.03.0500,"GENESIO VIEIRA, 50"
215.003.03.0535,"GENESIO VIEIRA, 90"
215.087.05.3210,"HORACIO CORREIA, 157"
215.087.05.3140,"HORACIO CORREIA, 131"
215.087.05.3160,"HORACIO CORREIA, 141"
215.087.05.3200,"HORACIO CORREIA, 145"
215.087.05.3000,"HORACIO CORREIA, 41"
215.181.01.0060,"Hercilio Antero Batista, 68"
215.181.01.0030,"Hercilio Antero Batista, 34"
215.181.01.0040,"Hercilio Antero Batista, 46"
215.181.01.0050,"Hercilio Antero Batista, 58"
215.181.01.0020,"Hercilio Antero Batista, 22"
215.181.01.0010,"Hercilio Antero Batista, 10"
215.047.03.0110,"IDEZIO CORDEIRO, 36"
215.047.03.0140,"IDEZIO CORDEIRO, 70"
215.047.03.0130,"IDEZIO CORDEIRO, 56"
215.047.03.0120,"IDEZIO CORDEIRO, 42"
215.047.03.0150,"IDEZIO CORDEIRO, 84"
215.088.01.0260,"INSPETOR FRANCISCO VECHANI, 567"
215.086.01.0040,"INSPETOR FRANCISCO VECHANI, 926"
215.090.01.0030,"INSPETOR FRANCISCO VECHANI, 430"
215.088.01.0310,"INSPETOR FRANCISCO VECHANI, 533"
215.260.01.0320,"INSPETOR FRANCISCO VECHANI, 1507"
215.083.01.1370,"INSPETOR FRANCISCO VECHANI, 4135"
215.088.01.0180,"INSPETOR FRANCISCO VECHANI, 641"
215.087.01.0100,"INSPETOR FRANCISCO VECHANI, 590"
215.085.02.0120,"INSPETOR FRANCISCO VECHANI, 845"
215.083.01.1375,"INSPETOR FRANCISCO VECHANI, 4109"
215.083.01.1200,"INSPETOR FRANCISCO VECHANI, 2335"
215.087.01.0130,"INSPETOR FRANCISCO VECHANI, 552"
215.083.01.0350,"INSPETOR FRANCISCO VECHANI, 1250"
215.087.01.0140,"INSPETOR FRANCISCO VECHANI, 542"
215.088.01.0100,"INSPETOR FRANCISCO VECHANI, 741"
215.083.01.1050,"INSPETOR FRANCISCO VECHANI, 2216"
215.083.02.2500,"INSPETOR FRANCISCO VECHANI, 3987"
215.083.01.0200,"INSPETOR FRANCISCO VECHANI, 1090"
215.083.01.1100,"INSPETOR FRANCISCO VECHANI, 2268"
215.086.01.0090,"INSPETOR FRANCISCO VECHANI, 864"
215.085.01.0500,"INSPETOR FRANCISCO VECHANI, 889"
215.083.01.0300,"INSPETOR FRANCISCO VECHANI, 1240"
215.260.01.0210,"INSPETOR FRANCISCO VECHANI, 1427"
215.088.01.0360,"INSPETOR FRANCISCO VECHANI, 453"
215.083.01.1330,"INSPETOR FRANCISCO VECHANI, 3829"
215.085.01.0350,"INSPETOR FRANCISCO VECHANI, 903"
215.088.01.0220,"INSPETOR FRANCISCO VECHANI, 603"
215.083.01.1360,"INSPETOR FRANCISCO VECHANI, 3917"
215.088.01.0240,"INSPETOR FRANCISCO VECHANI, 591"
215.084.01.0330,"INSPETOR FRANCISCO VECHANI, 990"
215.083.01.0210,"INSPETOR FRANCISCO VECHANI, 1110"
215.087.01.0090,"INSPETOR FRANCISCO VECHANI, 604"
215.087.01.0110,"INSPETOR FRANCISCO VECHANI, 578"
215.085.01.0120,"INSPETOR FRANCISCO VECHANI, 937"
215.260.01.1000,"INSPETOR FRANCISCO VECHANI, 1366"
215.087.01.0120,"INSPETOR FRANCISCO VECHANI, 564"
215.085.01.0060,"INSPETOR FRANCISCO VECHANI, 1045"
215.086.01.0080,"INSPETOR FRANCISCO VECHANI, 916"
215.088.01.0330,"INSPETOR FRANCISCO VECHANI, 485"
215.088.01.0340,"INSPETOR FRANCISCO VECHANI, 477"
215.083.01.1300,"INSPETOR FRANCISCO VECHANI, 3745"
215.085.01.0085,"INSPETOR FRANCISCO VECHANI, 989"
215.083.01.1800,"INSPETOR FRANCISCO VECHANI, 1750"
215.090.01.0200,"INSPETOR FRANCISCO VECHANI, 386"
215.087.01.0070,"INSPETOR FRANCISCO VECHANI, 650"
215.089.01.0070,"INSPETOR FRANCISCO VECHANI, 486"
215.088.01.0400,"INSPETOR FRANCISCO VECHANI, 407"
215.089.01.0060,"INSPETOR FRANCISCO VECHANI, 478"
215.085.01.0200,"INSPETOR FRANCISCO VECHANI, 1210"
215.085.01.0080,"INSPETOR FRANCISCO VECHANI, 999"
215.083.01.0700,"INSPETOR FRANCISCO VECHANI, 2200"
215.085.01.0130,"INSPETOR FRANCISCO VECHANI, 923"
215.260.01.0080,"INSPETOR FRANCISCO VECHANI, 1404"
215.260.01.0180,"INSPETOR FRANCISCO VECHANI, 1385"
215.085.01.0020,"INSPETOR FRANCISCO VECHANI, 1125"
215.083.01.1350,"INSPETOR FRANCISCO VECHANI, 3885"
215.089.01.0050,"INSPETOR FRANCISCO VECHANI, 466"
215.085.01.0100,"INSPETOR FRANCISCO VECHANI, 961"
215.260.01.0050,"INSPETOR FRANCISCO VECHANI, 1367"
215.260.01.0090,"INSPETOR FRANCISCO VECHANI, 1418"
215.260.01.0110,"INSPETOR FRANCISCO VECHANI, 1436"
215.088.01.0500,"INSPETOR FRANCISCO VECHANI, 301"
215.260.01.0130,"INSPETOR FRANCISCO VECHANI, 1444"
215.260.01.0040,"INSPETOR FRANCISCO VECHANI, 1366"
215.260.01.0150,"INSPETOR FRANCISCO VECHANI, 1472"
215.260.01.0190,"INSPETOR FRANCISCO VECHANI, 1401"
215.260.01.0200,"INSPETOR FRANCISCO VECHANI, 1417"
215.086.01.0085,"INSPETOR FRANCISCO VECHANI, 898"
215.087.01.0150,"INSPETOR FRANCISCO VECHANI, 532"
215.088.01.0380,"INSPETOR FRANCISCO VECHANI, 435"
215.088.01.0390,"INSPETOR FRANCISCO VECHANI, 421"
215.090.01.0020,"INSPETOR FRANCISCO VECHANI, 454"
215.088.01.0150,"INSPETOR FRANCISCO VECHANI, 715"
215.085.01.0110,"INSPETOR FRANCISCO VECHANI, 949"
215.086.01.0110,"INSPETOR FRANCISCO VECHANI, 840"
215.085.01.0510,"INSPETOR FRANCISCO VECHANI, 857"
215.087.01.0050,"INSPETOR FRANCISCO VECHANI, 700"
215.086.01.0010,"INSPETOR FRANCISCO VECHANI, 950"
215.083.01.1335,"INSPETOR FRANCISCO VECHANI, 3843"
215.260.01.0100,"INSPETOR FRANCISCO VECHANI, 1426"
215.260.01.0070,"INSPETOR FRANCISCO VECHANI, 1387"
215.260.01.0300,"INSPETOR FRANCISCO VECHANI, 1495"
215.260.01.0270,"INSPETOR FRANCISCO VECHANI, 1479"
215.088.01.0210,"INSPETOR FRANCISCO VECHANI, 625"
215.088.01.0270,"INSPETOR FRANCISCO VECHANI, 553"
215.260.01.0395,"INSPETOR FRANCISCO VECHANI, 1705"
215.083.01.0205,"INSPETOR FRANCISCO VECHANI, 1100"
215.085.01.2000,"INSPETOR FRANCISCO VECHANI, S/N"
215.089.01.0080,"INSPETOR FRANCISCO VECHANI, 500"
215.083.01.0250,"INSPETOR FRANCISCO VECHANI, 1180"
215.260.01.0290,"INSPETOR FRANCISCO VECHANI, 1483"
215.085.01.0030,"INSPETOR FRANCISCO VECHANI, 1105"
215.260.01.0120,"INSPETOR FRANCISCO VECHANI, 1440"
215.088.01.0370,"INSPETOR FRANCISCO VECHANI, 441"
215.083.01.0195,"INSPETOR FRANCISCO VECHANI, 1080"
215.084.01.0350,"INSPETOR FRANCISCO VECHANI, 964"
215.085.01.0090,"INSPETOR FRANCISCO VECHANI, 975"
215.085.01.0040,"INSPETOR FRANCISCO VECHANI, 1083"
215.085.01.0070,"INSPETOR FRANCISCO VECHANI, 1023"
215.088.01.0350,"INSPETOR FRANCISCO VECHANI, 467"
215.090.01.0050,"INSPETOR FRANCISCO VECHANI, 408"
215.083.01.0190,"INSPETOR FRANCISCO VECHANI, 1070"
215.083.01.0220,"INSPETOR FRANCISCO VECHANI, 1128"
215.086.01.0100,"INSPETOR FRANCISCO VECHANI, 852"
215.085.01.0065,"INSPETOR FRANCISCO VECHANI, 1055"
215.085.01.0010,"INSPETOR FRANCISCO VECHANI, 1139"
215.086.01.0020,"INSPETOR FRANCISCO VECHANI, 944"
215.085.01.0050,"INSPETOR FRANCISCO VECHANI, 1063"
215.084.01.0340,"INSPETOR FRANCISCO VECHANI, 978"
215.086.01.0030,"INSPETOR FRANCISCO VECHANI, 938"
215.260.01.0140,"INSPETOR FRANCISCO VECHANI, 1468"
215.260.01.0250,"INSPETOR FRANCISCO VECHANI, 1449"
215.251.02.0500,"INSPETOR OTHON JOSE NOGUEIRA, 1055"
215.252.01.0400,"INSPETOR OTHON JOSE NOGUEIRA, 955"
215.035.02.0600,"INSPETOR OTHON JOSE NOGUEIRA, 500"
215.252.01.0600,"INSPETOR OTHON JOSE NOGUEIRA, 776"
215.252.01.0330,"INSPETOR OTHON JOSE NOGUEIRA, 870"
215.035.02.0615,"INSPETOR OTHON JOSE NOGUEIRA, 568"
215.035.02.0620,"INSPETOR OTHON JOSE NOGUEIRA, 580"
215.035.02.0605,"INSPETOR OTHON JOSE NOGUEIRA, 546"
215.035.02.0580,"INSPETOR OTHON JOSE NOGUEIRA, 540"
215.035.02.0630,"INSPETOR OTHON JOSE NOGUEIRA, 300"
215.035.02.0520,"INSPETOR OTHON JOSE NOGUEIRA, 501"
215.252.01.0300,"INSPETOR OTHON JOSE NOGUEIRA, 691"
215.035.02.0660,"INSPETOR OTHON JOSE NOGUEIRA, 260"
215.035.02.0700,"INSPETOR OTHON JOSE NOGUEIRA, 200"
215.027.02.0280,"IRINEU MARIA, 865"
215.027.02.0220,"IRINEU MARIA, 961"
215.027.02.0410,"IRINEU MARIA, 691"
215.011.01.0250,"IRINEU MARIA, 230"
215.011.01.0350,"IRINEU MARIA, 330"
215.011.01.0300,"IRINEU MARIA, 280"
215.020.01.0020,"IRINEU MARIA, 800"
215.012.02.0570,"IRINEU MARIA, 391"
215.020.01.0010,"IRINEU MARIA, 790"
215.012.02.0870,"IRINEU MARIA, 89"
215.011.01.0190,"IRINEU MARIA, 170"
215.019.01.0020,"IRINEU MARIA, 560"
215.011.01.0500,"IRINEU MARIA, 500"
215.012.02.0640,"IRINEU MARIA, 321"
215.020.01.0070,"IRINEU MARIA, 850"
215.012.02.0550,"IRINEU MARIA, 411"
215.012.02.0810,"IRINEU MARIA, 155"
215.019.01.0050,"IRINEU MARIA, 590"
215.020.01.0030,"IRINEU MARIA, 810"
215.027.02.0320,"IRINEU MARIA, 825"
215.011.01.0460,"IRINEU MARIA, 440"
215.012.02.0720,"IRINEU MARIA, 241"
215.011.01.0430,"IRINEU MARIA, 410"
215.012.02.0770,"IRINEU MARIA, 191"
215.012.02.0780,"IRINEU MARIA, 181"
215.012.02.0740,"IRINEU MARIA, 221"
215.011.01.0440,"IRINEU MARIA, 420"
215.012.02.0750,"IRINEU MARIA, 211"
215.018.03.0130,"IRINEU MARIA, 581"
215.019.01.0110,"IRINEU MARIA, 650"
215.018.03.0120,"IRINEU MARIA, 591"
215.012.02.0860,"IRINEU MARIA, 101"
215.012.02.0900,"IRINEU MARIA, 53"
215.027.02.0340,"IRINEU MARIA, 801"
215.012.02.0680,"IRINEU MARIA, 281"
215.012.02.0630,"IRINEU MARIA, 341"
215.011.01.0110,"IRINEU MARIA, 90"
215.027.02.0430,"IRINEU MARIA, 667"
215.011.01.0130,"IRINEU MARIA, 110"
215.012.02.0660,"IRINEU MARIA, 301"
215.027.02.0250,"IRINEU MARIA, 917"
215.011.01.0170,"IRINEU MARIA, 150"
215.019.01.0120,"IRINEU MARIA, 660"
215.011.01.0410,"IRINEU MARIA, 390"
215.011.01.0450,"IRINEU MARIA, 430"
215.012.02.0540,"IRINEU MARIA, 421"
215.027.02.0330,"IRINEU MARIA, 813"
215.027.02.0460,"IRINEU MARIA, 631"
215.012.02.0510,"IRINEU MARIA, 451"
215.019.01.0030,"IRINEU MARIA, 570"
215.012.02.0840,"IRINEU MARIA, 125"
215.027.02.0270,"IRINEU MARIA, 893"
215.027.02.0260,"IRINEU MARIA, 905"
215.012.02.0590,"IRINEU MARIA, 371"
215.012.02.0650,"IRINEU MARIA, 311"
215.018.03.0140,"IRINEU MARIA, 571"
215.019.01.0010,"IRINEU MARIA, 550"
215.019.01.0200,"IRINEU MARIA, 720"
215.020.01.0050,"IRINEU MARIA, 830"
215.011.01.0280,"IRINEU MARIA, 260"
215.012.02.0670,"IRINEU MARIA, 291"
215.018.03.0150,"IRINEU MARIA, 561"
215.012.02.0830,"IRINEU MARIA, 135"
215.020.01.0150,"IRINEU MARIA, 930"
215.011.01.0290,"IRINEU MARIA, 270"
215.011.01.0470,"IRINEU MARIA, 450"
215.011.01.0420,"IRINEU MARIA, 400"
215.027.02.0440,"IRINEU MARIA, 655"
215.027.02.0310,"IRINEU MARIA, 837"
215.020.01.0090,"IRINEU MARIA, 870"
215.027.02.0350,"IRINEU MARIA, 789"
215.012.02.0880,"IRINEU MARIA, 77"
215.011.01.0210,"IRINEU MARIA, 190"
215.011.01.0260,"IRINEU MARIA, 240"
215.018.03.0170,"IRINEU MARIA, 535"
215.011.01.0230,"IRINEU MARIA, 210"
215.011.01.0490,"IRINEU MARIA, 470"
215.012.02.0520,"IRINEU MARIA, 441"
215.019.01.0130,"IRINEU MARIA, 670"
215.020.01.0100,"IRINEU MARIA, 880"
215.011.01.0160,"IRINEU MARIA, 140"
215.019.01.0040,"IRINEU MARIA, 580"
215.011.01.0310,"IRINEU MARIA, 290"
215.012.02.0790,"IRINEU MARIA, 171"
215.011.01.0200,"IRINEU MARIA, 180"
215.012.02.0560,"IRINEU MARIA, 401"
215.011.01.0320,"IRINEU MARIA, 300"
215.012.02.0700,"IRINEU MARIA, 261"
215.012.02.0620,"IRINEU MARIA, 351"
215.018.03.0100,"IRINEU MARIA, 615"
215.020.01.0220,"IRINEU MARIA, 1000"
215.020.01.0060,"IRINEU MARIA, 840"
215.020.01.0210,"IRINEU MARIA, 990"
215.011.01.0330,"IRINEU MARIA, 310"
215.020.01.0140,"IRINEU MARIA, 920"
215.027.02.0210,"IRINEU MARIA, 969"
215.018.03.0110,"IRINEU MARIA, 601"
215.019.01.0070,"IRINEU MARIA, 610"
215.011.01.0400,"IRINEU MARIA, 380"
215.020.01.0160,"IRINEU MARIA, 940"
215.020.01.0040,"IRINEU MARIA, 820"
215.027.02.0420,"IRINEU MARIA, 679"
215.020.01.0120,"IRINEU MARIA, 900"
215.020.01.0200,"IRINEU MARIA, 980"
215.020.01.0180,"IRINEU MARIA, 960"
215.019.01.0150,"IRINEU MARIA, 680"
215.012.02.0850,"IRINEU MARIA, 113"
215.027.02.0390,"IRINEU MARIA, 731"
215.027.02.0370,"IRINEU MARIA, 763"
215.012.02.0600,"IRINEU MARIA, 367"
215.018.03.0160,"IRINEU MARIA, 551"
215.020.01.0190,"IRINEU MARIA, 970"
215.011.01.0370,"IRINEU MARIA, 350"
215.027.02.0300,"IRINEU MARIA, 845"
215.020.01.0110,"IRINEU MARIA, 890"
215.020.01.0170,"IRINEU MARIA, 950"
215.011.01.0380,"IRINEU MARIA, 360"
215.011.01.0150,"IRINEU MARIA, 130"
215.012.02.0710,"IRINEU MARIA, 251"
215.020.01.0080,"IRINEU MARIA, 860"
215.011.01.0095,"IRINEU MARIA, 70"
215.011.01.0090,"IRINEU MARIA, 30"
215.011.01.0220,"IRINEU MARIA, 200"
215.011.01.0270,"IRINEU MARIA, 250"
215.011.01.0240,"IRINEU MARIA, 220"
215.012.02.0890,"IRINEU MARIA, 65"
215.011.01.0340,"IRINEU MARIA, 320"
215.012.02.0530,"IRINEU MARIA, 431"
215.027.02.0450,"IRINEU MARIA, 643"
215.020.01.0130,"IRINEU MARIA, 910"
215.027.02.0290,"IRINEU MARIA, 853"
215.012.02.0610,"IRINEU MARIA, 361"
215.012.02.0820,"IRINEU MARIA, 145"
215.011.01.0100,"IRINEU MARIA, 80"
215.019.01.0100,"IRINEU MARIA, 640"
215.011.01.0120,"IRINEU MARIA, 100"
215.027.02.0240,"IRINEU MARIA, 941"
215.011.01.0360,"IRINEU MARIA, 340"
215.027.02.0230,"IRINEU MARIA, 955"
215.011.01.0480,"IRINEU MARIA, 460"
215.011.01.0390,"IRINEU MARIA, 370"
215.012.02.0800,"IRINEU MARIA, 165"
215.019.01.0160,"IRINEU MARIA, 690"
215.012.02.0690,"IRINEU MARIA, 271"
215.011.01.0180,"IRINEU MARIA, 160"
215.027.02.0400,"IRINEU MARIA, 703"
215.011.01.0140,"IRINEU MARIA, 120"
215.019.01.0180,"IRINEU MARIA, 710"
215.012.02.0760,"IRINEU MARIA, 201"
215.019.01.0060,"IRINEU MARIA, 600"
215.019.01.0090,"IRINEU MARIA, 630"
215.019.01.0080,"IRINEU MARIA, 620"
215.012.02.0580,"IRINEU MARIA, 381"
215.019.01.0170,"IRINEU MARIA, 700"
215.012.02.0500,"IRINEU MARIA, 465"
215.012.02.0730,"IRINEU MARIA, 231"
215.044.04.0400,"ISOLINA TRAINOTTI ORSI, 92"
215.205.03.0615,"JOAO ANTONIO MARTINS, 755"
215.205.03.0595,"JOAO ANTONIO MARTINS, 775"
215.207.01.0020,"JOAO ANTONIO MARTINS, 678"
215.204.01.0090,"JOAO ANTONIO MARTINS, 814"
215.204.01.0110,"JOAO ANTONIO MARTINS, 834"
215.204.01.0010,"JOAO ANTONIO MARTINS, 734"
215.205.03.0495,"JOAO ANTONIO MARTINS, 875"
215.204.01.0190,"JOAO ANTONIO MARTINS, 914"
215.201.01.0295,"JOAO ANTONIO MARTINS, 1435"
215.204.01.0210,"JOAO ANTONIO MARTINS, 934"
215.205.03.0555,"JOAO ANTONIO MARTINS, 815"
215.201.01.0025,"JOAO ANTONIO MARTINS, 1155"
215.204.01.0250,"JOAO ANTONIO MARTINS, 974"
215.201.01.0045,"JOAO ANTONIO MARTINS, 1175"
215.201.01.0065,"JOAO ANTONIO MARTINS, 1195"
215.204.01.0270,"JOAO ANTONIO MARTINS, 994"
215.204.01.0290,"JOAO ANTONIO MARTINS, 1014"
215.205.03.0535,"JOAO ANTONIO MARTINS, 835"
215.204.01.0030,"JOAO ANTONIO MARTINS, 754"
215.205.03.0515,"JOAO ANTONIO MARTINS, 855"
215.201.01.0085,"JOAO ANTONIO MARTINS, 1215"
215.201.01.0125,"JOAO ANTONIO MARTINS, 1255"
215.201.01.0105,"JOAO ANTONIO MARTINS, 1235"
215.201.01.0145,"JOAO ANTONIO MARTINS, 1275"
215.201.01.0165,"JOAO ANTONIO MARTINS, 1295"
215.204.01.0150,"JOAO ANTONIO MARTINS, 874"
215.201.01.0205,"JOAO ANTONIO MARTINS, 1335"
215.204.01.0170,"JOAO ANTONIO MARTINS, 894"
215.205.03.0475,"JOAO ANTONIO MARTINS, 895"
215.205.03.0455,"JOAO ANTONIO MARTINS, 915"
215.199.01.0020,"JOAO ANTONIO MARTINS, 1154"
215.199.01.0080,"JOAO ANTONIO MARTINS, 1214"
215.201.01.0275,"JOAO ANTONIO MARTINS, 1415"
215.205.03.0395,"JOAO ANTONIO MARTINS, 975"
215.205.03.0375,"JOAO ANTONIO MARTINS, 995"
215.205.03.0355,"JOAO ANTONIO MARTINS, 1015"
215.199.01.0060,"JOAO ANTONIO MARTINS, 1194"
215.205.03.0415,"JOAO ANTONIO MARTINS, 955"
215.204.01.0050,"JOAO ANTONIO MARTINS, 774"
215.201.01.0185,"JOAO ANTONIO MARTINS, 1315"
215.201.01.0225,"JOAO ANTONIO MARTINS, 1355"
215.201.01.0315,"JOAO ANTONIO MARTINS, 1455"
215.204.01.0070,"JOAO ANTONIO MARTINS, 794"
215.204.01.0130,"JOAO ANTONIO MARTINS, 854"
215.204.01.0230,"JOAO ANTONIO MARTINS, 954"
215.207.01.0040,"JOAO ANTONIO MARTINS, 698"
215.199.01.0040,"JOAO ANTONIO MARTINS, 1174"
215.199.01.0150,"JOAO ANTONIO MARTINS, 1300"
215.199.01.0100,"JOAO ANTONIO MARTINS, 1234"
215.205.03.0435,"JOAO ANTONIO MARTINS, 935"
215.199.01.0200,"JOAO ANTONIO MARTINS, S/N"
215.208.01.0045,"JOAO ANTONIO MARTINS, 699"
215.203.01.0100,"JOAO ANTONIO MARTINS, 1155"
215.205.03.0575,"JOAO ANTONIO MARTINS, 795"
215.208.01.0025,"JOAO ANTONIO MARTINS, 679"
215.208.01.0005,"JOAO ANTONIO MARTINS, 659"
215.207.01.0005,"JOAO ANTONIO MARTINS, 658"
215.047.04.0390,"JOAO GOTTARDI, 110"
215.046.02.0280,"JOAO GOTTARDI, 125"
215.047.04.0350,"JOAO GOTTARDI, 66"
215.047.04.0370,"JOAO GOTTARDI, 86"
215.047.04.0360,"JOAO GOTTARDI, 70"
215.047.04.0550,"JOAO GOTTARDI, 250"
215.047.04.0485,"JOAO GOTTARDI, 180"
215.049.03.0380,"JOAO GOTTARDI, 365"
215.051.01.1000,"JOAO GOTTARDI, S/N"
215.047.04.0700,"JOAO GOTTARDI, 412"
215.049.03.0400,"JOAO GOTTARDI, 413"
215.051.01.0080,"JOAO GOTTARDI, 648"
215.047.04.0750,"JOAO GOTTARDI, 450"
215.047.04.0600,"JOAO GOTTARDI, 330"
215.046.02.0400,"JOAO GOTTARDI, 229"
215.047.04.0450,"JOAO GOTTARDI, 126"
215.046.02.0250,"JOAO GOTTARDI, 107"
215.024.02.0190,"JOAO GOTTARDI, 485"
215.025.02.0020,"JOAO GOTTARDI, 200"
215.047.04.0380,"JOAO GOTTARDI, 102"
215.050.03.0800,"JOAO GOTTARDI, 649"
215.046.02.0425,"JOAO GOTTARDI, 249"
215.046.02.0375,"JOAO GOTTARDI, 209"
215.047.04.0340,"JOAO GOTTARDI, 32"
215.046.02.0290,"JOAO GOTTARDI, 145"
215.022.02.0170,"JOAO GOTTARDI, 435"
215.046.02.0475,"JOAO GOTTARDI, 289"
215.046.02.0320,"JOAO GOTTARDI, 173"
215.025.02.0010,"JOAO GOTTARDI, 492"
215.047.04.0650,"JOAO GOTTARDI, 360"
215.047.04.0500,"JOAO GOTTARDI, 210"
215.023.02.0320,"JOAO GOTTARDI, 430"
215.022.02.0180,"JOAO GOTTARDI, 455"
215.023.02.0310,"JOAO GOTTARDI, 542"
215.023.02.0001,"JOAO GOTTARDI, 556"
215.047.04.0470,"JOAO GOTTARDI, 140"
215.049.03.0450,"JOAO GOTTARDI, 455"
215.023.03.0002,"JOAO MAESTRI, 359"
215.050.04.0062,"JOAO MAESTRI, 630"
215.022.03.0072,"JOAO MAESTRI, 497"
215.050.04.0051,"JOAO MAESTRI, 476"
215.050.04.0049,"JOAO MAESTRI, 450"
215.022.03.0068,"JOAO MAESTRI, 577"
215.051.02.0033,"JOAO MAESTRI, 138"
215.022.03.0071,"JOAO MAESTRI, 509"
215.050.04.0054,"JOAO MAESTRI, 510"
215.023.03.0500,"JOAO MAESTRI, 159"
215.051.02.0200,"JOAO MAESTRI, 160"
215.051.02.0031,"JOAO MAESTRI, 114"
215.023.03.0012,"JOAO MAESTRI, 211"
215.050.04.0048,"JOAO MAESTRI, 438"
215.022.03.0077,"JOAO MAESTRI, 437"
215.051.02.0044,"JOAO MAESTRI, 360"
215.023.03.0021,"JOAO MAESTRI, 5"
215.023.03.0006,"JOAO MAESTRI, 311"
215.023.03.0007,"JOAO MAESTRI, 299"
215.023.03.0020,"JOAO MAESTRI, 17"
215.050.04.0057,"JOAO MAESTRI, 572"
215.023.03.0010,"JOAO MAESTRI, 263"
215.023.03.0016,"JOAO MAESTRI, 65"
215.023.03.0400,"JOAO MAESTRI, 243"
215.050.04.0055,"JOAO MAESTRI, 522"
215.051.02.0042,"JOAO MAESTRI, 336"
215.051.02.0022,"JOAO MAESTRI, 6"
215.023.03.0015,"JOAO MAESTRI, 77"
215.022.03.0076,"JOAO MAESTRI, 449"
215.051.02.0030,"JOAO MAESTRI, 102"
215.051.02.0036,"JOAO MAESTRI, 236"
215.022.03.0067,"JOAO MAESTRI, 583"
215.050.04.0100,"JOAO MAESTRI, 538"
215.050.04.0059,"JOAO MAESTRI, 596"
215.051.02.0029,"JOAO MAESTRI, 90"
215.051.02.0032,"JOAO MAESTRI, 126"
215.022.03.0069,"JOAO MAESTRI, 559"
215.051.02.0037,"JOAO MAESTRI, 276"
215.050.04.0060,"JOAO MAESTRI, 608"
215.023.03.0018,"JOAO MAESTRI, 41"
215.051.02.0034,"JOAO MAESTRI, 212"
215.022.03.0064,"JOAO MAESTRI, 619"
215.051.02.0043,"JOAO MAESTRI, 348"
215.023.03.0005,"JOAO MAESTRI, 323"
215.022.03.0066,"JOAO MAESTRI, 595"
215.023.03.0008,"JOAO MAESTRI, 287"
215.023.03.0009,"JOAO MAESTRI, 275"
215.023.03.0013,"JOAO MAESTRI, 101"
215.051.02.0100,"JOAO MAESTRI, 250"
215.051.02.0039,"JOAO MAESTRI, 300"
215.022.03.0078,"JOAO MAESTRI, 417"
215.051.02.0040,"JOAO MAESTRI, 312"
215.050.04.0047,"JOAO MAESTRI, 418"
215.051.02.0045,"JOAO MAESTRI, 372"
215.051.02.0046,"JOAO MAESTRI, 580"
